,x,y,z,t,u_x,u_y,u_z
5776,-10.0,21.5,0.371844,0.11995201919232307,-0.00234313,0.000464276,-0.000764928
1842,11.0,-14.0,0.010292,0.11995201919232307,0.00145696,-1.80609e-05,-0.00156081
6680,-6.0,29.5,-0.0654885,0.11995201919232307,-0.00478467,0.0022047,-0.00868319
2605,0.5,-7.0,-0.217604,0.11995201919232307,-0.000236061,-2.58751e-05,0.00012089
1026,-5.0,-21.0,-0.293924,0.11995201919232307,-0.00116246,0.000336964,-0.00339297
6478,5.0,27.5,-0.0784402,0.11995201919232307,-0.00079204,4.68438e-05,0.00151146
886,9.0,-22.5,0.261353,0.11995201919232307,0.00027819,-0.000202638,-8.32564e-05
6012,-4.0,23.5,0.0909441,0.11995201919232307,-0.00305433,0.000126514,0.00249827
3721,-1.5,3.0,-0.0777918,0.11995201919232307,-0.000508539,-0.000457195,0.00101129
4006,1.0,5.5,-0.0742558,0.11995201919232307,-0.000949938,0.000341775,-0.00256609
1649,-1.5,-15.5,-0.290911,0.11995201919232307,-0.000846232,0.000631542,0.000966928
1210,3.0,-19.5,-0.124584,0.11995201919232307,-0.000810249,0.000903388,0.000130306
2335,5.5,-9.5,-0.161237,0.11995201919232307,0.000499569,2.8958e-05,0.000428303
3344,6.0,-0.5,-0.169658,0.11995201919232307,0.000621488,0.000317107,-0.00256412
2163,3.5,-11.0,-0.192822,0.11995201919232307,0.00039937,0.000702126,-0.00147028
798,-7.0,-23.0,-0.238046,0.11995201919232307,0.000218649,0.000963267,0.00129629
1479,-2.5,-17.0,-0.305189,0.11995201919232307,0.000337459,0.0016048,-0.00252774
6019,-0.5,23.5,-0.0131361,0.11995201919232307,-0.000181608,0.00196913,-0.000403717
651,3.5,-24.5,0.0797079,0.11995201919232307,0.000918141,0.000773131,-0.00237805
868,-7.27596e-11,-22.5,-0.156689,0.11995201919232307,-0.000579384,0.00100157,-0.00138111
3174,5.0,-2.0,-0.166361,0.11995201919232307,0.000852643,0.000470352,-0.00254778
1238,-11.0,-19.0,-0.409043,0.11995201919232307,-0.00144422,-0.000254857,-0.00317964
3569,6.5,1.5,-0.18166,0.11995201919232307,0.000755529,-0.000234211,-0.00154479
362,-1.0,-27.0,0.0847297,0.11995201919232307,-0.000358517,-0.000465021,0.00012366
1087,-2.5,-20.5,-0.262611,0.11995201919232307,-0.000640418,0.000244464,-0.000598998
6061,-7.5,24.0,0.214564,0.11995201919232307,-0.00211559,-0.00185792,0.000413419
1999,5.5,-12.5,-0.141763,0.11995201919232307,0.000234781,0.000466563,-0.000759383
5163,-8.5,16.0,0.286076,0.11995201919232307,-0.00311215,0.00147944,0.000590677
6113,-9.5,24.5,0.27667,0.11995201919232307,-0.00413071,-0.00119734,0.00311616
3283,3.5,-1.0,-0.167924,0.11995201919232307,0.000824349,4.90892e-05,0.000293685
373,4.5,-27.0,0.339774,0.11995201919232307,0.0013731,0.000373751,-0.00273676
1473,-5.5,-17.0,-0.367307,0.11995201919232307,0.00078985,0.00105677,-0.000680343
5875,11.5,22.0,-0.0512889,0.11995201919232307,0.000812521,0.000690276,0.000177794
1585,-5.5,-16.0,-0.377494,0.11995201919232307,-0.00015091,0.00087214,-0.000328264
2844,8.0,-5.0,-0.157743,0.11995201919232307,0.000541071,0.000498287,-3.1802e-05
5494,-11.0,19.0,0.409723,0.11995201919232307,-0.00225482,-0.000221634,-0.000387974
2264,-2.0,-10.0,-0.289602,0.11995201919232307,0.000283017,0.000475151,-0.00275388
6574,-3.0,28.5,-0.0374772,0.11995201919232307,-0.000527175,0.00150966,-0.00163344
2851,11.5,-5.0,-0.147012,0.11995201919232307,0.00120582,0.000998932,-0.00407377
5618,-5.0,20.0,0.175647,0.11995201919232307,-6.34849e-05,2.69938e-05,-0.000427164
6370,7.0,26.5,-0.0724237,0.11995201919232307,0.00184344,0.00032626,-0.00244557
5702,9.0,20.5,-0.0718987,0.11995201919232307,0.000857635,-0.000331111,-0.00205363
873,2.5,-22.5,-0.060251,0.11995201919232307,0.000158513,-5.79678e-05,-0.000350607
2956,8.0,-4.0,-0.163967,0.11995201919232307,0.00122464,0.000798304,-0.00213144
33,2.5,-30.0,0.675734,0.11995201919232307,-0.000277303,0.00453338,-0.00271671
6673,-9.5,29.5,-0.00471017,0.11995201919232307,-0.00259573,-0.00205955,0.00277268
2721,2.5,-6.0,-0.195301,0.11995201919232307,-4.37866e-05,0.000455984,-0.00140428
4790,1.0,12.5,-0.00625044,0.11995201919232307,-0.00179711,0.000236217,-0.00286298
1357,-7.5,-18.0,-0.379721,0.11995201919232307,-0.00117399,0.00169524,0.000864409
5308,8.0,17.0,-0.0980026,0.11995201919232307,-0.000467182,-0.000733268,0.000683767
4825,-9.5,13.0,0.288949,0.11995201919232307,-0.00283745,-3.81082e-05,-0.000970133
6267,11.5,25.5,0.0315866,0.11995201919232307,0.00288742,-0.00191272,0.00241427
5922,7.0,22.5,-0.0663032,0.11995201919232307,-0.000521636,0.00144402,-0.00269375
6089,6.5,24.0,-0.0795051,0.11995201919232307,-0.0015437,-0.00228178,0.00024566
4206,-11.0,7.5,0.185297,0.11995201919232307,-0.00256954,-0.000663717,-0.00190284
2780,4.0,-5.5,-0.181537,0.11995201919232307,0.000622707,0.000302357,-0.00088629
3171,3.5,-2.0,-0.170166,0.11995201919232307,-0.000342932,-0.000177894,-0.00148108
5625,-1.5,20.0,0.049641,0.11995201919232307,-0.00166386,0.000877382,-0.00134508
1826,3.0,-14.0,-0.189984,0.11995201919232307,-6.27348e-05,0.00106157,-0.000723839
5188,4.0,16.0,-0.0487169,0.11995201919232307,0.00269578,0.000496379,-0.0028527
6364,4.0,26.5,-0.0907674,0.11995201919232307,-0.00368141,-2.13246e-05,0.00114126
5965,0.5,23.0,-0.0371315,0.11995201919232307,-0.000405722,0.0012242,0.000240976
289,-9.5,-27.5,0.05827,0.11995201919232307,0.000105542,0.000322783,0.00266499
586,-1.0,-25.0,-0.0665932,0.11995201919232307,-0.000306384,0.000347895,-0.00189495
142,1.0,-29.0,0.429881,0.11995201919232307,3.90188e-05,0.000745787,-0.00062561
5250,7.0,16.5,-0.0923102,0.11995201919232307,7.59577e-05,0.000982962,-0.00182193
4793,2.5,12.5,-0.037655,0.11995201919232307,-6.52458e-05,-7.97255e-05,-0.00182777
1503,9.5,-17.0,0.0689419,0.11995201919232307,0.000450951,0.000206461,2.92026e-05
4605,-7.5,11.0,0.186542,0.11995201919232307,-0.00230218,2.5306e-05,0.000409284
5609,-9.5,20.0,0.364232,0.11995201919232307,-0.0011673,-0.000658183,0.00191194
6072,-2.0,24.0,0.0159646,0.11995201919232307,1.4211e-05,0.000492762,0.000477626
308,0.0,-27.5,0.174222,0.11995201919232307,0.000418397,0.000449043,0.000590409
3315,-8.5,-0.5,-0.0763109,0.11995201919232307,-0.00159498,-0.00128948,-0.00184775
6343,-6.5,26.5,0.0883534,0.11995201919232307,-0.00338781,-0.000224891,0.00159318
1700,-4.0,-15.0,-0.355601,0.11995201919232307,-0.000896272,0.000432858,-0.000838547
108,12.0,-29.5,1.04538,0.11995201919232307,0.000309714,0.000144518,0.00250712
253,0.5,-28.0,0.259517,0.11995201919232307,-4.04728e-05,5.50391e-05,-0.000696126
4618,-1.0,11.0,0.0268342,0.11995201919232307,-0.000816039,0.000283221,-0.000149623
4373,-11.5,9.0,0.245857,0.1399440223910436,0.0465532,-0.0832262,0.00641261
580,-4.0,-25.0,-0.120548,0.1399440223910436,-0.00888457,-0.479726,0.0727626
5899,-4.5,22.5,0.132206,0.1399440223910436,0.0101015,-0.0491488,-0.0118122
4771,-8.5,12.5,0.240671,0.1399440223910436,0.0381481,-0.0829993,0.00221807
5114,-5.0,15.5,0.184647,0.1399440223910436,0.0263744,-0.0815727,-0.000479224
5720,-10.0,21.0,0.376129,0.1399440223910436,0.014467,-0.0470569,-0.0226179
6288,-6.0,26.0,0.0928784,0.1399440223910436,0.00612255,-0.0347986,-0.00185603
1775,5.5,-14.5,-0.116458,0.1399440223910436,-0.0500729,-0.396573,0.151948
2289,10.5,-10.0,-0.0885092,0.1399440223910436,-0.0661854,-0.391978,0.169596
537,2.5,-25.5,0.0978372,0.1399440223910436,-0.00895484,-0.4797,0.0729873
1001,10.5,-21.5,0.275434,0.1399440223910436,-0.0209557,-0.465908,0.110221
5973,4.5,23.0,-0.079383,0.1399440223910436,0.00394681,-0.0473125,0.00728248
809,-1.5,-23.0,-0.165969,0.1399440223910436,-0.0151174,-0.46027,0.0976442
759,1.5,-23.5,-0.0639619,0.1399440223910436,-0.0120674,-0.463492,0.0928699
4719,-6.5,12.0,0.18579,0.1399440223910436,0.0380839,-0.0929893,0.0116098
535,1.5,-25.5,0.0565308,0.1399440223910436,-0.00853404,-0.479519,0.0737147
1326,5.0,-18.5,-0.0721185,0.1399440223910436,-0.0311737,-0.426454,0.135617
294,-7.0,-27.5,0.0563631,0.1399440223910436,-0.00153689,-0.503948,0.0446478
5167,-6.5,16.0,0.226139,0.1399440223910436,0.0271106,-0.0736732,-0.00553971
3673,2.5,2.5,-0.127321,0.1399440223910436,0.0230044,-0.216871,0.093055
6598,9.0,28.5,0.00476368,0.1399440223910436,0.00107206,-0.00661834,0.00108491
5594,11.0,19.5,-0.089109,0.1399440223910436,0.00513434,-0.0270813,0.0377995
5776,-10.0,21.5,0.371844,0.1399440223910436,0.0111206,-0.0457872,-0.0210769
1842,11.0,-14.0,0.010292,0.1399440223910436,-0.0555817,-0.413697,0.163427
6680,-6.0,29.5,-0.0654885,0.1399440223910436,-0.000546412,-0.0145951,-0.0132585
2605,0.5,-7.0,-0.217604,0.1399440223910436,-0.0592106,-0.303025,0.136238
1026,-5.0,-21.0,-0.293924,0.1399440223910436,-0.0174419,-0.455134,0.103877
6478,5.0,27.5,-0.0784402,0.1399440223910436,-0.000461807,-0.0210823,0.00355418
886,9.0,-22.5,0.261353,0.1399440223910436,-0.0170264,-0.471478,0.101047
6012,-4.0,23.5,0.0909441,0.1399440223910436,0.00601989,-0.0461641,-0.00877698
3721,-1.5,3.0,-0.0777918,0.1399440223910436,0.0285329,-0.187866,0.0774211
4006,1.0,5.5,-0.0742558,0.1399440223910436,0.0422921,-0.179373,0.0683757
1649,-1.5,-15.5,-0.290911,0.1399440223910436,-0.0402045,-0.388181,0.140442
1210,3.0,-19.5,-0.124584,0.1399440223910436,-0.0277597,-0.428925,0.128047
2335,5.5,-9.5,-0.161237,0.1399440223910436,-0.0644476,-0.356308,0.156706
3344,6.0,-0.5,-0.169658,0.1399440223910436,-0.0162798,-0.285158,0.128534
2163,3.5,-11.0,-0.192822,0.1399440223910436,-0.0616606,-0.356592,0.151312
798,-7.0,-23.0,-0.238046,0.1399440223910436,-0.00934271,-0.479063,0.0870181
1479,-2.5,-17.0,-0.305189,0.1399440223910436,-0.0308584,-0.405592,0.130483
6019,-0.5,23.5,-0.0131361,0.1399440223910436,0.00711807,-0.0470349,-0.00361978
651,3.5,-24.5,0.0797079,0.1399440223910436,-0.00968723,-0.471991,0.0828134
868,-7.27596e-11,-22.5,-0.156689,0.1399440223910436,-0.01621,-0.452912,0.100964
3174,5.0,-2.0,-0.166361,0.1399440223910436,-0.0284433,-0.288752,0.131088
1238,-11.0,-19.0,-0.409043,0.1399440223910436,-0.0156832,-0.492853,0.108872
3569,6.5,1.5,-0.18166,0.1399440223910436,0.00965851,-0.271327,0.117451
362,-1.0,-27.0,0.0847297,0.1399440223910436,-0.00526501,-0.49143,0.0549801
1087,-2.5,-20.5,-0.262611,0.1399440223910436,-0.0200104,-0.438515,0.114044
6061,-7.5,24.0,0.214564,0.1399440223910436,0.00833696,-0.0416761,-0.0157158
1999,5.5,-12.5,-0.141763,0.1399440223910436,-0.0588123,-0.379602,0.155083
5163,-8.5,16.0,0.286076,0.1399440223910436,0.0248979,-0.0669929,-0.00893289
6113,-9.5,24.5,0.27667,0.1399440223910436,0.00545554,-0.0367525,-0.0142595
3283,3.5,-1.0,-0.167924,0.1399440223910436,-0.0158734,-0.261837,0.120416
373,4.5,-27.0,0.339774,0.1399440223910436,-0.00420436,-0.494511,0.054468
1473,-5.5,-17.0,-0.367307,0.1399440223910436,-0.0252487,-0.426535,0.130375
5875,11.5,22.0,-0.0512889,0.1399440223910436,0.00408243,-0.0196087,0.0264526
1585,-5.5,-16.0,-0.377494,0.1399440223910436,-0.0305539,-0.418454,0.132625
2844,8.0,-5.0,-0.157743,0.1399440223910436,-0.0543643,-0.347738,0.157492
5494,-11.0,19.0,0.409723,0.1399440223910436,0.0185229,-0.0558082,-0.0232635
2264,-2.0,-10.0,-0.289602,0.1399440223910436,-0.062852,-0.32767,0.135372
6574,-3.0,28.5,-0.0374772,0.1399440223910436,0.0029429,-0.0213329,-0.00498004
2851,11.5,-5.0,-0.147012,0.1399440223910436,-0.0565234,-0.380669,0.169921
5618,-5.0,20.0,0.175647,0.1399440223910436,0.0161042,-0.0613852,-0.00875464
6370,7.0,26.5,-0.0724237,0.1399440223910436,0.00264985,-0.0218008,0.00494064
5702,9.0,20.5,-0.0718987,0.1399440223910436,0.00556706,-0.0375239,0.0258625
873,2.5,-22.5,-0.060251,0.1399440223910436,-0.0160833,-0.455149,0.104817
2956,8.0,-4.0,-0.163967,0.1399440223910436,-0.0480531,-0.341712,0.153448
33,2.5,-30.0,0.675734,0.1399440223910436,-0.000921823,-0.505885,0.0297316
6673,-9.5,29.5,-0.00471017,0.1399440223910436,0.00341607,-0.018268,-0.00246551
2721,2.5,-6.0,-0.195301,0.1399440223910436,-0.0550784,-0.30518,0.137481
4790,1.0,12.5,-0.00625044,0.1399440223910436,0.029342,-0.120826,0.0314976
1357,-7.5,-18.0,-0.379721,0.1399440223910436,-0.0218447,-0.453729,0.119695
5308,8.0,17.0,-0.0980026,0.1399440223910436,0.00895281,-0.058935,0.0417547
4825,-9.5,13.0,0.288949,0.1399440223910436,0.0347193,-0.0761144,-0.00188515
6267,11.5,25.5,0.0315866,0.1399440223910436,0.00317343,-0.0137999,0.0146011
5922,7.0,22.5,-0.0663032,0.1399440223910436,0.0031341,-0.0378208,0.0134457
6089,6.5,24.0,-0.0795051,0.1399440223910436,0.000976345,-0.0366598,0.00834992
4206,-11.0,7.5,0.185297,0.1399440223910436,0.045791,-0.0872343,0.0171223
2780,4.0,-5.5,-0.181537,0.1399440223910436,-0.0521654,-0.311492,0.142188
3171,3.5,-2.0,-0.170166,0.1399440223910436,-0.0262064,-0.273146,0.125229
5625,-1.5,20.0,0.049641,0.1399440223910436,0.011201,-0.0668843,-0.00237271
1826,3.0,-14.0,-0.189984,0.1399440223910436,-0.0511134,-0.378982,0.147912
5188,4.0,16.0,-0.0487169,0.1399440223910436,0.019827,-0.0895997,0.0235182
6364,4.0,26.5,-0.0907674,0.1399440223910436,-0.0018743,-0.0286261,0.000601256
5965,0.5,23.0,-0.0371315,0.1399440223910436,0.00637117,-0.0501309,-0.00142515
289,-9.5,-27.5,0.05827,0.1399440223910436,0.00017808,-0.510841,0.0440172
586,-1.0,-25.0,-0.0665932,0.1399440223910436,-0.00890803,-0.476306,0.0758284
142,1.0,-29.0,0.429881,0.1399440223910436,-0.00206636,-0.506139,0.0317774
5250,7.0,16.5,-0.0923102,0.1399440223910436,0.0115091,-0.0686065,0.0354083
4793,2.5,12.5,-0.037655,0.1399440223910436,0.0295279,-0.122053,0.038876
1503,9.5,-17.0,0.0689419,0.1399440223910436,-0.0419764,-0.431162,0.148301
4605,-7.5,11.0,0.186542,0.1399440223910436,0.0408319,-0.0925522,0.0124729
5609,-9.5,20.0,0.364232,0.1399440223910436,0.0160422,-0.0532794,-0.0183146
6072,-2.0,24.0,0.0159646,0.1399440223910436,0.00775389,-0.0452542,-0.00528311
308,0.0,-27.5,0.174222,0.1399440223910436,-0.00364799,-0.4944,0.051833
3315,-8.5,-0.5,-0.0763109,0.1399440223910436,0.00769947,-0.128281,0.0745203
6343,-6.5,26.5,0.0883534,0.1399440223910436,0.0030795,-0.0296214,-0.00781961
1700,-4.0,-15.0,-0.355601,0.1399440223910436,-0.0388233,-0.396374,0.136065
108,12.0,-29.5,1.04538,0.1399440223910436,-0.00303438,-0.514296,0.0275565
253,0.5,-28.0,0.259517,0.1399440223910436,-0.00315323,-0.498828,0.0429665
4618,-1.0,11.0,0.0268342,0.1399440223910436,0.0376633,-0.126691,0.0332644
4373,-11.5,9.0,0.245857,0.1599360255897641,0.11631,-0.216943,0.00377264
580,-4.0,-25.0,-0.120548,0.1599360255897641,-0.0209719,-1.21863,0.148714
5899,-4.5,22.5,0.132206,0.1599360255897641,0.0214073,-0.123414,-0.0283321
4771,-8.5,12.5,0.240671,0.1599360255897641,0.0946169,-0.211904,-0.00408937
5114,-5.0,15.5,0.184647,0.1599360255897641,0.0650579,-0.208351,-0.00661018
5720,-10.0,21.0,0.376129,0.1599360255897641,0.0331135,-0.118708,-0.0522898
6288,-6.0,26.0,0.0928784,0.1599360255897641,0.0125744,-0.08122,-0.01705
1775,5.5,-14.5,-0.116458,0.1599360255897641,-0.123663,-1.01126,0.285036
2289,10.5,-10.0,-0.0885092,0.1599360255897641,-0.164075,-0.99875,0.319025
537,2.5,-25.5,0.0978372,0.1599360255897641,-0.0219987,-1.21521,0.148394
1001,10.5,-21.5,0.275434,0.1599360255897641,-0.0523484,-1.17714,0.217725
5973,4.5,23.0,-0.079383,0.1599360255897641,0.00819757,-0.114638,0.0124852
809,-1.5,-23.0,-0.165969,0.1599360255897641,-0.0350222,-1.16802,0.192125
759,1.5,-23.5,-0.0639619,0.1599360255897641,-0.0315196,-1.17532,0.185621
4719,-6.5,12.0,0.18579,0.1599360255897641,0.0945164,-0.237531,0.0113757
535,1.5,-25.5,0.0565308,0.1599360255897641,-0.0208609,-1.21552,0.149031
1326,5.0,-18.5,-0.0721185,0.1599360255897641,-0.077303,-1.08478,0.258693
294,-7.0,-27.5,0.0563631,0.1599360255897641,-0.00514268,-1.27696,0.0916007
5167,-6.5,16.0,0.226139,0.1599360255897641,0.0660133,-0.189164,-0.0183583
3673,2.5,2.5,-0.127321,0.1599360255897641,0.0567555,-0.560531,0.164067
6598,9.0,28.5,0.00476368,0.1599360255897641,-0.00300572,-0.0211408,0.00278758
5594,11.0,19.5,-0.089109,0.1599360255897641,0.0101027,-0.070471,0.0759624
5776,-10.0,21.5,0.371844,0.1599360255897641,0.02689,-0.114299,-0.0495706
1842,11.0,-14.0,0.010292,0.1599360255897641,-0.138128,-1.04848,0.308395
6680,-6.0,29.5,-0.0654885,0.1599360255897641,0.000253005,-0.035971,-0.0200099
2605,0.5,-7.0,-0.217604,0.1599360255897641,-0.143815,-0.780057,0.240789
1026,-5.0,-21.0,-0.293924,0.1599360255897641,-0.0406233,-1.15856,0.203794
6478,5.0,27.5,-0.0784402,0.1599360255897641,-0.00222237,-0.0504329,-6.01682e-05
886,9.0,-22.5,0.261353,0.1599360255897641,-0.0424475,-1.191,0.200009
6012,-4.0,23.5,0.0909441,0.1599360255897641,0.014877,-0.113876,-0.0239239
3721,-1.5,3.0,-0.0777918,0.1599360255897641,0.0710226,-0.481381,0.132251
4006,1.0,5.5,-0.0742558,0.1599360255897641,0.10306,-0.461519,0.119552
1649,-1.5,-15.5,-0.290911,0.1599360255897641,-0.0973446,-0.996183,0.26029
1210,3.0,-19.5,-0.124584,0.1599360255897641,-0.0668179,-1.09236,0.245805
2335,5.5,-9.5,-0.161237,0.1599360255897641,-0.158121,-0.913783,0.284899
3344,6.0,-0.5,-0.169658,0.1599360255897641,-0.0403341,-0.737309,0.233617
2163,3.5,-11.0,-0.192822,0.1599360255897641,-0.151601,-0.915461,0.277269
798,-7.0,-23.0,-0.238046,0.1599360255897641,-0.0241442,-1.21776,0.173212
1479,-2.5,-17.0,-0.305189,0.1599360255897641,-0.075865,-1.04023,0.247959
6019,-0.5,23.5,-0.0131361,0.1599360255897641,0.0147038,-0.118094,-0.0106915
651,3.5,-24.5,0.0797079,0.1599360255897641,-0.0257714,-1.19757,0.169435
868,-7.27596e-11,-22.5,-0.156689,0.1599360255897641,-0.0382376,-1.15175,0.199714
3174,5.0,-2.0,-0.166361,0.1599360255897641,-0.0707781,-0.745884,0.236792
1238,-11.0,-19.0,-0.409043,0.1599360255897641,-0.0365346,-1.24991,0.21088
3569,6.5,1.5,-0.18166,0.1599360255897641,0.0235794,-0.702987,0.209505
362,-1.0,-27.0,0.0847297,0.1599360255897641,-0.0136348,-1.24419,0.11262
1087,-2.5,-20.5,-0.262611,0.1599360255897641,-0.0476083,-1.11763,0.219824
6061,-7.5,24.0,0.214564,0.1599360255897641,0.0175797,-0.100516,-0.0338554
1999,5.5,-12.5,-0.141763,0.1599360255897641,-0.143784,-0.971124,0.287388
5163,-8.5,16.0,0.286076,0.1599360255897641,0.0649361,-0.17325,-0.0285296
6113,-9.5,24.5,0.27667,0.1599360255897641,0.0158777,-0.088389,-0.0351315
3283,3.5,-1.0,-0.167924,0.1599360255897641,-0.0400169,-0.677888,0.215401
373,4.5,-27.0,0.339774,0.1599360255897641,-0.0132211,-1.24982,0.11324
1473,-5.5,-17.0,-0.367307,0.1599360255897641,-0.0638915,-1.09121,0.242758
5875,11.5,22.0,-0.0512889,0.1599360255897641,0.00536405,-0.0514354,0.0548714
1585,-5.5,-16.0,-0.377494,0.1599360255897641,-0.0757706,-1.0715,0.248517
2844,8.0,-5.0,-0.157743,0.1599360255897641,-0.134559,-0.893745,0.290231
5494,-11.0,19.0,0.409723,0.1599360255897641,0.0461443,-0.141877,-0.0545691
2264,-2.0,-10.0,-0.289602,0.1599360255897641,-0.152178,-0.844375,0.240632
6574,-3.0,28.5,-0.0374772,0.1599360255897641,0.00395701,-0.051233,-0.0114225
2851,11.5,-5.0,-0.147012,0.1599360255897641,-0.141003,-0.973497,0.317463
5618,-5.0,20.0,0.175647,0.1599360255897641,0.0356017,-0.152824,-0.0269326
6370,7.0,26.5,-0.0724237,0.1599360255897641,0.000870366,-0.0525104,0.00725011
5702,9.0,20.5,-0.0718987,0.1599360255897641,0.0101879,-0.0926156,0.0510326
873,2.5,-22.5,-0.060251,0.1599360255897641,-0.0399818,-1.15444,0.204864
2956,8.0,-4.0,-0.163967,0.1599360255897641,-0.120103,-0.879107,0.279838
33,2.5,-30.0,0.675734,0.1599360255897641,-0.00191364,-1.28746,0.0407458
6673,-9.5,29.5,-0.00471017,0.1599360255897641,0.0058705,-0.0389711,-0.00837239
2721,2.5,-6.0,-0.195301,0.1599360255897641,-0.134249,-0.787041,0.245595
4790,1.0,12.5,-0.00625044,0.1599360255897641,0.0734386,-0.304484,0.0542274
1357,-7.5,-18.0,-0.379721,0.1599360255897641,-0.0515062,-1.15906,0.231745
5308,8.0,17.0,-0.0980026,0.1599360255897641,0.0214901,-0.145471,0.0747132
4825,-9.5,13.0,0.288949,0.1599360255897641,0.0882542,-0.196544,-0.0147049
6267,11.5,25.5,0.0315866,0.1599360255897641,0.00106124,-0.0321588,0.0259855
5922,7.0,22.5,-0.0663032,0.1599360255897641,0.0063623,-0.0952416,0.0273573
6089,6.5,24.0,-0.0795051,0.1599360255897641,0.00195965,-0.0874669,0.0169345
4206,-11.0,7.5,0.185297,0.1599360255897641,0.116598,-0.22632,0.0234932
2780,4.0,-5.5,-0.181537,0.1599360255897641,-0.12886,-0.803697,0.255362
3171,3.5,-2.0,-0.170166,0.1599360255897641,-0.0644547,-0.705381,0.223442
5625,-1.5,20.0,0.049641,0.1599360255897641,0.0276011,-0.167454,-0.00766654
1826,3.0,-14.0,-0.189984,0.1599360255897641,-0.124461,-0.971154,0.273802
5188,4.0,16.0,-0.0487169,0.1599360255897641,0.0423352,-0.224828,0.0447327
6364,4.0,26.5,-0.0907674,0.1599360255897641,-0.00268917,-0.0694985,-0.000435413
5965,0.5,23.0,-0.0371315,0.1599360255897641,0.0138572,-0.124847,-0.0071402
289,-9.5,-27.5,0.05827,0.1599360255897641,-0.00154397,-1.29276,0.0910033
586,-1.0,-25.0,-0.0665932,0.1599360255897641,-0.0225595,-1.20888,0.152995
142,1.0,-29.0,0.429881,0.1599360255897641,-0.00635839,-1.28112,0.0663127
5250,7.0,16.5,-0.0923102,0.1599360255897641,0.0269147,-0.172332,0.0680278
4793,2.5,12.5,-0.037655,0.1599360255897641,0.0711211,-0.307748,0.0654991
1503,9.5,-17.0,0.0689419,0.1599360255897641,-0.103012,-1.09226,0.283409
4605,-7.5,11.0,0.186542,0.1599360255897641,0.102748,-0.237844,0.0134265
5609,-9.5,20.0,0.364232,0.1599360255897641,0.0384703,-0.133214,-0.0445992
6072,-2.0,24.0,0.0159646,0.1599360255897641,0.0147482,-0.111539,-0.0179571
308,0.0,-27.5,0.174222,0.1599360255897641,-0.0108739,-1.25304,0.105301
3315,-8.5,-0.5,-0.0763109,0.1599360255897641,0.023428,-0.327638,0.128607
6343,-6.5,26.5,0.0883534,0.1599360255897641,0.00878693,-0.0721093,-0.0218484
1700,-4.0,-15.0,-0.355601,0.1599360255897641,-0.09394,-1.0175,0.254575
108,12.0,-29.5,1.04538,0.1599360255897641,-0.00966392,-1.29975,0.0532024
253,0.5,-28.0,0.259517,0.1599360255897641,-0.00937434,-1.26261,0.090047
4618,-1.0,11.0,0.0268342,0.1599360255897641,0.092165,-0.322988,0.0539573
4373,-11.5,9.0,0.245857,0.1799280287884846,0.182125,-0.358961,0.00144148
580,-4.0,-25.0,-0.120548,0.1799280287884846,-0.0308541,-1.95729,0.204621
5899,-4.5,22.5,0.132206,0.1799280287884846,0.0321493,-0.1979,-0.0419927
4771,-8.5,12.5,0.240671,0.1799280287884846,0.147127,-0.346342,-0.0125197
5114,-5.0,15.5,0.184647,0.1799280287884846,0.10038,-0.338347,-0.0144843
5720,-10.0,21.0,0.376129,0.1799280287884846,0.0502317,-0.191709,-0.0742657
6288,-6.0,26.0,0.0928784,0.1799280287884846,0.0184947,-0.127384,-0.0287406
1775,5.5,-14.5,-0.116458,0.1799280287884846,-0.187423,-1.62848,0.36875
2289,10.5,-10.0,-0.0885092,0.1799280287884846,-0.249953,-1.60444,0.412466
537,2.5,-25.5,0.0978372,0.1799280287884846,-0.0324651,-1.95069,0.20362
1001,10.5,-21.5,0.275434,0.1799280287884846,-0.0803481,-1.88626,0.290486
5973,4.5,23.0,-0.079383,0.1799280287884846,0.0122593,-0.182284,0.0157087
809,-1.5,-23.0,-0.165969,0.1799280287884846,-0.0516438,-1.87636,0.258708
759,1.5,-23.5,-0.0639619,0.1799280287884846,-0.0474837,-1.88704,0.248781
4719,-6.5,12.0,0.18579,0.1799280287884846,0.14688,-0.387059,0.00881011
535,1.5,-25.5,0.0565308,0.1799280287884846,-0.0315913,-1.95091,0.203758
1326,5.0,-18.5,-0.0721185,0.1799280287884846,-0.11724,-1.74418,0.338464
294,-7.0,-27.5,0.0563631,0.1799280287884846,-0.00735035,-2.04766,0.12793
5167,-6.5,16.0,0.226139,0.1799280287884846,0.101586,-0.307877,-0.0289658
3673,2.5,2.5,-0.127321,0.1799280287884846,0.087959,-0.909397,0.203353
6598,9.0,28.5,0.00476368,0.1799280287884846,-0.00581779,-0.0352168,0.00258883
5594,11.0,19.5,-0.089109,0.1799280287884846,0.014033,-0.117553,0.102629
5776,-10.0,21.5,0.371844,0.1799280287884846,0.0416967,-0.183364,-0.0732415
1842,11.0,-14.0,0.010292,0.1799280287884846,-0.211151,-1.68218,0.402311
6680,-6.0,29.5,-0.0654885,0.1799280287884846,0.000601888,-0.0572335,-0.0277871
2605,0.5,-7.0,-0.217604,0.1799280287884846,-0.216575,-1.26328,0.301389
1026,-5.0,-21.0,-0.293924,0.1799280287884846,-0.0589373,-1.86344,0.273482
6478,5.0,27.5,-0.0784402,0.1799280287884846,-0.00310213,-0.0796992,-0.0032767
