,x,y,z,t,u_x,u_y,u_z
886,9.0,-22.5,0.261353,0.059976009596161534,0.00114381,-0.000830811,0.0048704
6012,-4.0,23.5,0.0909441,0.059976009596161534,-0.0011308,-0.000878932,0.00727693
3721,-1.5,3.0,-0.0777918,0.059976009596161534,-1.04469e-05,-0.00119841,0.0050142
4006,1.0,5.5,-0.0742558,0.059976009596161534,-0.000145218,-0.00106445,0.00312664
1649,-1.5,-15.5,-0.290911,0.059976009596161534,0.000629774,-0.000164897,0.00623371
1210,3.0,-19.5,-0.124584,0.059976009596161534,0.000248129,3.99376e-05,0.00295445
2335,5.5,-9.5,-0.161237,0.059976009596161534,0.000680564,-0.000677878,0.00538118
3344,6.0,-0.5,-0.169658,0.059976009596161534,0.000287411,-0.000766814,0.00280919
2163,3.5,-11.0,-0.192822,0.059976009596161534,0.000975472,-0.000506988,0.00413339
798,-7.0,-23.0,-0.238046,0.059976009596161534,0.000856887,1.63925e-05,0.00650165
1479,-2.5,-17.0,-0.305189,0.059976009596161534,0.000873898,0.000365218,0.00331123
6019,-0.5,23.5,-0.0131361,0.059976009596161534,0.000357544,-0.000134626,0.00618801
651,3.5,-24.5,0.0797079,0.059976009596161534,0.00120467,-6.77764e-05,0.0024651
868,-7.27596e-11,-22.5,-0.156689,0.059976009596161534,0.000607555,-0.000172092,0.00546866
3174,5.0,-2.0,-0.166361,0.059976009596161534,0.00109692,-0.000750471,0.00320067
1238,-11.0,-19.0,-0.409043,0.059976009596161534,-0.000158628,-0.000265564,0.00425376
3569,6.5,1.5,-0.18166,0.059976009596161534,0.000739718,-0.001087,0.00336784
362,-1.0,-27.0,0.0847297,0.059976009596161534,0.000283133,-0.000682122,0.00483883
1087,-2.5,-20.5,-0.262611,0.059976009596161534,0.000516724,-0.000427967,0.00533146
6061,-7.5,24.0,0.214564,0.059976009596161534,-0.000283644,-0.00221521,0.00527666
1999,5.5,-12.5,-0.141763,0.059976009596161534,0.00055029,-0.000464519,0.00457364
5163,-8.5,16.0,0.286076,0.059976009596161534,-0.00130444,-0.000741824,0.00717253
6113,-9.5,24.5,0.27667,0.059976009596161534,-0.00189664,-0.00186265,0.00786539
3283,3.5,-1.0,-0.167924,0.059976009596161534,0.000915397,-0.000985337,0.00464872
373,4.5,-27.0,0.339774,0.059976009596161534,0.00169885,0.000109078,0.00312435
1473,-5.5,-17.0,-0.367307,0.059976009596161534,0.000967482,1.23844e-05,0.00505525
5875,11.5,22.0,-0.0512889,0.059976009596161534,0.00119851,0.00027112,0.00656555
1585,-5.5,-16.0,-0.377494,0.059976009596161534,0.000777732,-0.000402945,0.0052893
2844,8.0,-5.0,-0.157743,0.059976009596161534,0.000652567,-0.000678061,0.00539077
5494,-11.0,19.0,0.409723,0.059976009596161534,-0.000941524,-0.00123009,0.00601175
2264,-2.0,-10.0,-0.289602,0.059976009596161534,0.000699273,-0.00019602,0.00303349
6574,-3.0,28.5,-0.0374772,0.059976009596161534,0.00028956,-0.000955123,0.00550377
2851,11.5,-5.0,-0.147012,0.059976009596161534,0.00113773,-0.000310234,0.00326112
5618,-5.0,20.0,0.175647,0.059976009596161534,0.000664366,-0.00109653,0.00644118
6370,7.0,26.5,-0.0724237,0.059976009596161534,0.00110151,-0.000878168,0.00386096
5702,9.0,20.5,-0.0718987,0.059976009596161534,0.000812444,-0.00120931,0.00461166
873,2.5,-22.5,-0.060251,0.059976009596161534,0.000925583,-0.000700172,0.00448407
2956,8.0,-4.0,-0.163967,0.059976009596161534,0.000995253,-0.000569528,0.00477646
33,2.5,-30.0,0.675734,0.059976009596161534,-0.00176132,0.00170851,-0.00520765
6673,-9.5,29.5,-0.00471017,0.059976009596161534,-0.00070265,-0.00237456,0.00733931
2721,2.5,-6.0,-0.195301,0.059976009596161534,0.000802073,-0.000719302,0.00480739
4790,1.0,12.5,-0.00625044,0.059976009596161534,-0.000631606,-0.00129965,0.00421649
1357,-7.5,-18.0,-0.379721,0.059976009596161534,-1.92493e-05,0.000766473,0.00547143
5308,8.0,17.0,-0.0980026,0.059976009596161534,0.000151849,-0.0014813,0.00552891
4825,-9.5,13.0,0.288949,0.059976009596161534,-0.000854092,-0.00150843,0.00539513
6267,11.5,25.5,0.0315866,0.059976009596161534,0.00191588,-0.00107013,0.00367473
5922,7.0,22.5,-0.0663032,0.059976009596161534,0.000807074,4.89916e-05,0.00240478
6089,6.5,24.0,-0.0795051,0.059976009596161534,-0.000446357,-0.00185704,0.00571724
4206,-11.0,7.5,0.185297,0.059976009596161534,-0.000729049,-0.00110334,0.0038226
2780,4.0,-5.5,-0.181537,0.059976009596161534,0.000900421,-0.00063895,0.0045233
3171,3.5,-2.0,-0.170166,0.059976009596161534,0.000182914,-0.00077573,0.00328331
5625,-1.5,20.0,0.049641,0.059976009596161534,-0.000523028,-0.00089065,0.00488281
1826,3.0,-14.0,-0.189984,0.059976009596161534,0.00063099,-8.189e-05,0.00305549
5188,4.0,16.0,-0.0487169,0.059976009596161534,0.00207768,-0.000833347,0.00452105
6364,4.0,26.5,-0.0907674,0.059976009596161534,-0.00140732,-0.000630259,0.00473242
5965,0.5,23.0,-0.0371315,0.059976009596161534,0.000426471,-0.000780297,0.00712547
289,-9.5,-27.5,0.05827,0.059976009596161534,0.000838003,-0.000482283,0.00850859
586,-1.0,-25.0,-0.0665932,0.059976009596161534,0.000618504,-0.000279607,0.00466551
142,1.0,-29.0,0.429881,0.059976009596161534,0.000882849,-0.00014617,0.00594911
5250,7.0,16.5,-0.0923102,0.059976009596161534,0.000204929,-0.000488583,0.00461788
4793,2.5,12.5,-0.037655,0.059976009596161534,0.000386431,-0.0013795,0.00481588
1503,9.5,-17.0,0.0689419,0.059976009596161534,0.000630859,-0.000365823,0.00387888
4605,-7.5,11.0,0.186542,0.059976009596161534,-0.000714585,-0.00107094,0.0045475
5609,-9.5,20.0,0.364232,0.059976009596161534,6.36042e-05,-0.00152647,0.00621049
6072,-2.0,24.0,0.0159646,0.059976009596161534,0.000290079,-0.000699743,0.00709421
308,0.0,-27.5,0.174222,0.059976009596161534,0.000870381,-0.000520075,0.00712156
3315,-8.5,-0.5,-0.0763109,0.059976009596161534,-0.000238681,-0.00148115,0.00419183
6343,-6.5,26.5,0.0883534,0.059976009596161534,-0.00137245,-0.000588347,0.00595834
1700,-4.0,-15.0,-0.355601,0.059976009596161534,0.000523847,-0.000324016,0.00463332
108,12.0,-29.5,1.04538,0.059976009596161534,0.00134648,-0.000292463,0.00372361
253,0.5,-28.0,0.259517,0.059976009596161534,0.000711764,-0.000443497,0.00445989
4618,-1.0,11.0,0.0268342,0.059976009596161534,0.00011172,-0.00109193,0.00597732
4373,-11.5,9.0,0.245857,0.07996801279488205,-0.00199726,-0.0012337,0.003736
580,-4.0,-25.0,-0.120548,0.07996801279488205,-0.00219776,-0.00022446,0.00425379
5899,-4.5,22.5,0.132206,0.07996801279488205,-0.00176699,-0.000993418,0.00693661
4771,-8.5,12.5,0.240671,0.07996801279488205,-0.0018795,-0.00185933,0.00582192
5114,-5.0,15.5,0.184647,0.07996801279488205,-0.0023687,-0.000696452,0.0055356
5720,-10.0,21.0,0.376129,0.07996801279488205,-0.000958129,-0.000638545,0.00504346
6288,-6.0,26.0,0.0928784,0.07996801279488205,-0.00240722,-0.00303141,0.0140608
1775,5.5,-14.5,-0.116458,0.07996801279488205,-0.000708926,-0.0006611,0.00356858
2289,10.5,-10.0,-0.0885092,0.07996801279488205,-0.000650569,-0.000530382,0.00428975
537,2.5,-25.5,0.0978372,0.07996801279488205,-0.000990834,-0.000451672,0.00313568
1001,10.5,-21.5,0.275434,0.07996801279488205,-0.000893978,-0.000224909,0.00395125
5973,4.5,23.0,-0.079383,0.07996801279488205,-0.0018178,-0.00201956,0.00736378
809,-1.5,-23.0,-0.165969,0.07996801279488205,-0.00201505,-0.000652851,0.00481578
759,1.5,-23.5,-0.0639619,0.07996801279488205,-0.000334735,-0.000400432,0.00142593
4719,-6.5,12.0,0.18579,0.07996801279488205,-0.00220242,-0.00143989,0.0066986
535,1.5,-25.5,0.0565308,0.07996801279488205,-0.000705754,-0.000105891,0.00417002
1326,5.0,-18.5,-0.0721185,0.07996801279488205,-0.000309538,-0.00011966,0.00281155
294,-7.0,-27.5,0.0563631,0.07996801279488205,-0.00139749,-0.000363611,0.00550023
5167,-6.5,16.0,0.226139,0.07996801279488205,-0.00152513,-0.000492367,0.00467096
3673,2.5,2.5,-0.127321,0.07996801279488205,-0.0018387,-0.000978515,0.00395744
6598,9.0,28.5,0.00476368,0.07996801279488205,0.000465751,0.000657737,0.00404015
5594,11.0,19.5,-0.089109,0.07996801279488205,-0.00111262,-0.000528456,0.00657693
5776,-10.0,21.5,0.371844,0.07996801279488205,-0.00266532,-0.000787847,0.00507308
1842,11.0,-14.0,0.010292,0.07996801279488205,-0.000554575,-0.000937233,0.00515727
6680,-6.0,29.5,-0.0654885,0.07996801279488205,-0.00475269,0.000681108,0.0018731
2605,0.5,-7.0,-0.217604,0.07996801279488205,-0.00118857,-0.000587842,0.00443736
1026,-5.0,-21.0,-0.293924,0.07996801279488205,-0.0019014,-3.26548e-05,0.003295
6478,5.0,27.5,-0.0784402,0.07996801279488205,-0.00237438,-0.00142326,0.0120048
886,9.0,-22.5,0.261353,0.07996801279488205,-0.000443659,-0.00110166,0.00412049
6012,-4.0,23.5,0.0909441,0.07996801279488205,-0.00327105,-0.00147778,0.00836315
3721,-1.5,3.0,-0.0777918,0.07996801279488205,-0.00160204,-0.00155713,0.00575985
4006,1.0,5.5,-0.0742558,0.07996801279488205,-0.00208638,-0.000859087,0.00348775
1649,-1.5,-15.5,-0.290911,0.07996801279488205,-0.00153955,0.000471548,0.00327759
1210,3.0,-19.5,-0.124584,0.07996801279488205,-0.00116604,6.50037e-05,0.00376205
2335,5.5,-9.5,-0.161237,0.07996801279488205,-0.00134459,-0.000694674,0.00495782
3344,6.0,-0.5,-0.169658,0.07996801279488205,-0.00137649,-0.000892293,0.00304656
2163,3.5,-11.0,-0.192822,0.07996801279488205,-0.000960881,-0.000232127,0.00362951
798,-7.0,-23.0,-0.238046,0.07996801279488205,-0.00112367,2.09169e-05,0.00647273
1479,-2.5,-17.0,-0.305189,0.07996801279488205,-0.00101643,0.000361119,0.00192611
6019,-0.5,23.5,-0.0131361,0.07996801279488205,-0.00128202,-0.000412213,0.00572703
651,3.5,-24.5,0.0797079,0.07996801279488205,1.36227e-05,-7.35197e-05,0.00178151
868,-7.27596e-11,-22.5,-0.156689,0.07996801279488205,-0.00132578,0.000331053,0.0033623
3174,5.0,-2.0,-0.166361,0.07996801279488205,-0.000736287,-0.000820159,0.00307272
1238,-11.0,-19.0,-0.409043,0.07996801279488205,-0.00194225,-0.000495819,0.00336852
3569,6.5,1.5,-0.18166,0.07996801279488205,-0.000672215,-0.00104321,0.00408283
362,-1.0,-27.0,0.0847297,0.07996801279488205,-0.00119928,-0.000919698,0.00453141
1087,-2.5,-20.5,-0.262611,0.07996801279488205,-0.00149336,-0.000190402,0.00424241
6061,-7.5,24.0,0.214564,0.07996801279488205,-0.00167242,-0.00242637,0.00639368
1999,5.5,-12.5,-0.141763,0.07996801279488205,-0.0011586,-0.000109964,0.00352947
5163,-8.5,16.0,0.286076,0.07996801279488205,-0.00302348,-0.000520757,0.00764637
6113,-9.5,24.5,0.27667,0.07996801279488205,-0.00346645,-0.00248283,0.0103548
3283,3.5,-1.0,-0.167924,0.07996801279488205,-0.000965776,-0.00100924,0.0052034
373,4.5,-27.0,0.339774,0.07996801279488205,0.0005789,-0.000260392,0.00123825
1473,-5.5,-17.0,-0.367307,0.07996801279488205,-0.000848338,0.000223388,0.00480212
5875,11.5,22.0,-0.0512889,0.07996801279488205,0.000286657,-0.000511197,0.00599898
1585,-5.5,-16.0,-0.377494,0.07996801279488205,-0.0011369,2.89361e-05,0.00432221
2844,8.0,-5.0,-0.157743,0.07996801279488205,-0.00137201,-0.000487544,0.00731352
5494,-11.0,19.0,0.409723,0.07996801279488205,-0.00260674,-0.00107949,0.00611419
2264,-2.0,-10.0,-0.289602,0.07996801279488205,-0.000964106,-1.22974e-05,0.00225322
6574,-3.0,28.5,-0.0374772,0.07996801279488205,-0.00128474,-0.00091776,0.00677844
2851,11.5,-5.0,-0.147012,0.07996801279488205,-0.000825433,-0.000344851,0.00247572
5618,-5.0,20.0,0.175647,0.07996801279488205,-0.000878562,-0.00160426,0.00862774
6370,7.0,26.5,-0.0724237,0.07996801279488205,4.74723e-05,-0.00100529,0.00260543
5702,9.0,20.5,-0.0718987,0.07996801279488205,-0.000235856,-0.00187247,0.00545407
873,2.5,-22.5,-0.060251,0.07996801279488205,-0.000812753,-0.000420022,0.0018104
2956,8.0,-4.0,-0.163967,0.07996801279488205,-0.000743799,-0.000604735,0.00486014
33,2.5,-30.0,0.675734,0.07996801279488205,-0.00389577,0.00245331,-0.00152612
6673,-9.5,29.5,-0.00471017,0.07996801279488205,-0.00221466,-0.0030938,0.0087535
2721,2.5,-6.0,-0.195301,0.07996801279488205,-0.00134463,-0.000597995,0.0055068
4790,1.0,12.5,-0.00625044,0.07996801279488205,-0.00261418,-0.00158956,0.00611598
1357,-7.5,-18.0,-0.379721,0.07996801279488205,-0.00201287,0.000927037,0.00498305
5308,8.0,17.0,-0.0980026,0.07996801279488205,-0.0016607,-0.00217196,0.00789476
4825,-9.5,13.0,0.288949,0.07996801279488205,-0.00278105,-0.00188829,0.00610251
6267,11.5,25.5,0.0315866,0.07996801279488205,-5.25225e-05,-0.00240668,0.0063322
5922,7.0,22.5,-0.0663032,0.07996801279488205,-0.00146354,-0.000390207,0.00356084
6089,6.5,24.0,-0.0795051,0.07996801279488205,-0.00212343,-0.00278893,0.00562669
4206,-11.0,7.5,0.185297,0.07996801279488205,-0.00264133,-0.00150767,0.00417066
2780,4.0,-5.5,-0.181537,0.07996801279488205,-0.000703356,-0.000666001,0.00473469
3171,3.5,-2.0,-0.170166,0.07996801279488205,-0.00167128,-0.00103039,0.00465865
5625,-1.5,20.0,0.049641,0.07996801279488205,-0.00220907,-0.000812155,0.00489074
1826,3.0,-14.0,-0.189984,0.07996801279488205,-0.00131708,0.000370823,0.00256483
5188,4.0,16.0,-0.0487169,0.07996801279488205,0.000525675,-0.00159883,0.00480316
6364,4.0,26.5,-0.0907674,0.07996801279488205,-0.00318659,-0.00116477,0.00653494
5965,0.5,23.0,-0.0371315,0.07996801279488205,-0.00125714,-0.000325973,0.00706471
289,-9.5,-27.5,0.05827,0.07996801279488205,-0.000742675,-0.000422458,0.00905893
586,-1.0,-25.0,-0.0665932,0.07996801279488205,-0.00106332,-0.000456414,0.00314109
142,1.0,-29.0,0.429881,0.07996801279488205,-0.0008079,-0.000343244,0.00333445
5250,7.0,16.5,-0.0923102,0.07996801279488205,-0.00129644,-0.00102922,0.00666146
4793,2.5,12.5,-0.037655,0.07996801279488205,-0.00136211,-0.00160116,0.00534054
1503,9.5,-17.0,0.0689419,0.07996801279488205,-0.00100197,-0.000427165,0.00439631
4605,-7.5,11.0,0.186542,0.07996801279488205,-0.00243398,-0.00119575,0.00531915
5609,-9.5,20.0,0.364232,0.07996801279488205,-0.00162362,-0.00193776,0.00705795
6072,-2.0,24.0,0.0159646,0.07996801279488205,-0.00129392,-0.00137601,0.00788616
308,0.0,-27.5,0.174222,0.07996801279488205,-0.000735372,-0.000599104,0.00600833
3315,-8.5,-0.5,-0.0763109,0.07996801279488205,-0.00210703,-0.00161957,0.00384812
6343,-6.5,26.5,0.0883534,0.07996801279488205,-0.00359135,-0.00147864,0.0054275
1700,-4.0,-15.0,-0.355601,0.07996801279488205,-0.00171859,-8.71309e-05,0.00354483
108,12.0,-29.5,1.04538,0.07996801279488205,-0.00027785,-0.000591853,0.00622344
253,0.5,-28.0,0.259517,0.07996801279488205,-0.00114281,-0.000686754,0.00334219
4618,-1.0,11.0,0.0268342,0.07996801279488205,-0.00154855,-0.00098818,0.00513512
4373,-11.5,9.0,0.245857,0.09996001599360256,-0.00318688,-0.000442675,0.000189091
580,-4.0,-25.0,-0.120548,0.09996001599360256,-0.0029155,0.000553393,0.00145888
5899,-4.5,22.5,0.132206,0.09996001599360256,-0.00220283,0.000410141,0.00312553
4771,-8.5,12.5,0.240671,0.09996001599360256,-0.0031672,-0.00092301,0.0020709
5114,-5.0,15.5,0.184647,0.09996001599360256,-0.00353549,0.000157995,0.00210549
5720,-10.0,21.0,0.376129,0.09996001599360256,-0.00194991,0.000282425,0.000934946
6288,-6.0,26.0,0.0928784,0.09996001599360256,-0.00337323,-0.00220694,0.00957303
1775,5.5,-14.5,-0.116458,0.09996001599360256,-0.00154083,-7.01335e-05,0.00200536
2289,10.5,-10.0,-0.0885092,0.09996001599360256,-0.000889501,0.000389062,-3.71234e-05
537,2.5,-25.5,0.0978372,0.09996001599360256,-0.00196928,0.00030266,0.00166002
1001,10.5,-21.5,0.275434,0.09996001599360256,-0.000997523,0.000702133,0.000769284
5973,4.5,23.0,-0.079383,0.09996001599360256,-0.00278667,-0.00124619,0.00302257
809,-1.5,-23.0,-0.165969,0.09996001599360256,-0.00336593,4.01665e-05,0.00307462
759,1.5,-23.5,-0.0639619,0.09996001599360256,-0.00127081,-0.000176006,0.000976051
4719,-6.5,12.0,0.18579,0.09996001599360256,-0.00359998,-0.000463995,0.00273473
535,1.5,-25.5,0.0565308,0.09996001599360256,-0.00193213,0.000493301,0.00200703
1326,5.0,-18.5,-0.0721185,0.09996001599360256,-0.00130016,0.000528322,0.00108706
294,-7.0,-27.5,0.0563631,0.09996001599360256,-0.00206175,0.000446944,0.00298625
5167,-6.5,16.0,0.226139,0.09996001599360256,-0.00290445,0.000703559,0.00163854
3673,2.5,2.5,-0.127321,0.09996001599360256,-0.00242675,-0.000235742,0.000172403
6598,9.0,28.5,0.00476368,0.09996001599360256,-0.000338749,0.00204917,0.000431337
5594,11.0,19.5,-0.089109,0.09996001599360256,-0.00172376,0.000567027,0.00158991
5776,-10.0,21.5,0.371844,0.09996001599360256,-0.00389029,3.57093e-05,0.00160532
1842,11.0,-14.0,0.010292,0.09996001599360256,-0.00090345,-0.000170085,0.00127324
6680,-6.0,29.5,-0.0654885,0.09996001599360256,-0.00616911,0.001702,-0.00186448
2605,0.5,-7.0,-0.217604,0.09996001599360256,-0.00199106,-0.000189376,0.00308144
1026,-5.0,-21.0,-0.293924,0.09996001599360256,-0.0029091,0.00032211,0.000423828
6478,5.0,27.5,-0.0784402,0.09996001599360256,-0.00306723,-0.00046267,0.00839655
886,9.0,-22.5,0.261353,0.09996001599360256,-0.00154518,-0.000243555,0.000937079
6012,-4.0,23.5,0.0909441,0.09996001599360256,-0.00441962,-0.000348413,0.00506946
3721,-1.5,3.0,-0.0777918,0.09996001599360256,-0.00273898,-0.000924947,0.00305227
4006,1.0,5.5,-0.0742558,0.09996001599360256,-0.00291463,3.21111e-06,0.00056551
1649,-1.5,-15.5,-0.290911,0.09996001599360256,-0.0027401,0.000499642,0.00375886
1210,3.0,-19.5,-0.124584,0.09996001599360256,-0.00252079,0.000403208,0.00209096
2335,5.5,-9.5,-0.161237,0.09996001599360256,-0.00152174,-0.000280172,0.00173343
3344,6.0,-0.5,-0.169658,0.09996001599360256,-0.00134176,-3.7852e-05,-0.000869566
2163,3.5,-11.0,-0.192822,0.09996001599360256,-0.00148988,0.000443192,0.000829957
798,-7.0,-23.0,-0.238046,0.09996001599360256,-0.00168526,0.000869567,0.00226177
1479,-2.5,-17.0,-0.305189,0.09996001599360256,-0.00201469,0.00122132,-0.000735781
6019,-0.5,23.5,-0.0131361,0.09996001599360256,-0.0019804,0.00125791,0.00162926
651,3.5,-24.5,0.0797079,0.09996001599360256,-0.00123183,0.000450062,0.000465295
868,-7.27596e-11,-22.5,-0.156689,0.09996001599360256,-0.00240628,0.000751234,0.00232569
3174,5.0,-2.0,-0.166361,0.09996001599360256,-0.00135597,0.000201333,0.000261437
1238,-11.0,-19.0,-0.409043,0.09996001599360256,-0.00240716,0.000142999,-0.00208293
3569,6.5,1.5,-0.18166,0.09996001599360256,-0.00124154,-0.000223531,0.000114605
362,-1.0,-27.0,0.0847297,0.09996001599360256,-0.00238668,-0.000313418,0.00186232
1087,-2.5,-20.5,-0.262611,0.09996001599360256,-0.0023271,0.000239514,0.00292073
6061,-7.5,24.0,0.214564,0.09996001599360256,-0.00310627,-0.00153846,0.00227972
1999,5.5,-12.5,-0.141763,0.09996001599360256,-0.00184223,0.000568182,0.00109648
5163,-8.5,16.0,0.286076,0.09996001599360256,-0.00471591,0.000116219,0.0044723
6113,-9.5,24.5,0.27667,0.09996001599360256,-0.00545693,-0.00153987,0.00533347
3283,3.5,-1.0,-0.167924,0.09996001599360256,-0.00139418,-0.000453296,0.00253838
373,4.5,-27.0,0.339774,0.09996001599360256,-0.00068009,0.000292511,-0.000383849
1473,-5.5,-17.0,-0.367307,0.09996001599360256,-0.00115813,0.000932099,0.00149653
5875,11.5,22.0,-0.0512889,0.09996001599360256,-0.000559419,0.000780711,0.0016126
1585,-5.5,-16.0,-0.377494,0.09996001599360256,-0.00182692,0.000505444,0.00119313
2844,8.0,-5.0,-0.157743,0.09996001599360256,-0.00137002,0.000277411,0.00265412
5494,-11.0,19.0,0.409723,0.09996001599360256,-0.00399753,-0.000536463,0.00213622
2264,-2.0,-10.0,-0.289602,0.09996001599360256,-0.00175232,0.000161023,0.000554125
6574,-3.0,28.5,-0.0374772,0.09996001599360256,-0.00158912,-4.2906e-05,0.00281736
2851,11.5,-5.0,-0.147012,0.09996001599360256,-0.000951364,0.000907103,-0.00202396
5618,-5.0,20.0,0.175647,0.09996001599360256,-0.00187451,-0.000542262,0.00407147
6370,7.0,26.5,-0.0724237,0.09996001599360256,-0.000805492,-0.000317632,-0.000224128
5702,9.0,20.5,-0.0718987,0.09996001599360256,-0.00104022,-0.000980805,-0.000403817
873,2.5,-22.5,-0.060251,0.09996001599360256,-0.00180981,-0.000356132,0.00131078
2956,8.0,-4.0,-0.163967,0.09996001599360256,-0.00110411,0.000448827,-5.00321e-05
33,2.5,-30.0,0.675734,0.09996001599360256,-0.00334663,0.0032982,0.00333579
6673,-9.5,29.5,-0.00471017,0.09996001599360256,-0.00359449,-0.00216382,0.00444839
2721,2.5,-6.0,-0.195301,0.09996001599360256,-0.00188886,0.000266339,0.00193103
4790,1.0,12.5,-0.00625044,0.09996001599360256,-0.00367324,-0.000484742,0.000443065
1357,-7.5,-18.0,-0.379721,0.09996001599360256,-0.0025948,0.00141729,0.000783058
5308,8.0,17.0,-0.0980026,0.09996001599360256,-0.00217234,-0.00128037,0.00350288
4825,-9.5,13.0,0.288949,0.09996001599360256,-0.00405227,-0.00088967,0.00250831
6267,11.5,25.5,0.0315866,0.09996001599360256,4.61755e-05,-0.00137991,0.00165428
5922,7.0,22.5,-0.0663032,0.09996001599360256,-0.00208733,0.000815799,-0.000686817
6089,6.5,24.0,-0.0795051,0.09996001599360256,-0.00345983,-0.00190327,0.0011275
4206,-11.0,7.5,0.185297,0.09996001599360256,-0.00385288,-0.000592209,-0.000559947
2780,4.0,-5.5,-0.181537,0.09996001599360256,-0.00154112,0.000128202,0.000650746
3171,3.5,-2.0,-0.170166,0.09996001599360256,-0.00224333,-4.11686e-05,0.00166074
5625,-1.5,20.0,0.049641,0.09996001599360256,-0.00295717,0.000278949,0.00193422
1826,3.0,-14.0,-0.189984,0.09996001599360256,-0.00179257,0.000913979,0.000667974
5188,4.0,16.0,-0.0487169,0.09996001599360256,0.000713844,0.000210543,-0.00193389
6364,4.0,26.5,-0.0907674,0.09996001599360256,-0.0046497,-3.27647e-05,0.00241092
5965,0.5,23.0,-0.0371315,0.09996001599360256,-0.00221691,0.000563274,0.00243747
289,-9.5,-27.5,0.05827,0.09996001599360256,-0.00138154,0.000174129,0.00362887
586,-1.0,-25.0,-0.0665932,0.09996001599360256,-0.0019422,0.000301597,0.00115905
142,1.0,-29.0,0.429881,0.09996001599360256,-0.0016668,0.000501098,0.00231543
5250,7.0,16.5,-0.0923102,0.09996001599360256,-0.00165092,0.000422183,0.00117615
4793,2.5,12.5,-0.037655,0.09996001599360256,-0.00199981,-0.000734818,0.00113883
1503,9.5,-17.0,0.0689419,0.09996001599360256,-0.00168049,7.62499e-05,0.0023155
4605,-7.5,11.0,0.186542,0.09996001599360256,-0.00366053,-0.00025605,0.00229667
5609,-9.5,20.0,0.364232,0.09996001599360256,-0.00262517,-0.000842759,0.0038282
6072,-2.0,24.0,0.0159646,0.09996001599360256,-0.0021472,-0.000203321,0.00390597
308,0.0,-27.5,0.174222,0.09996001599360256,-0.0017373,0.000189619,0.00459488
3315,-8.5,-0.5,-0.0763109,0.09996001599360256,-0.0031728,-0.000991951,-0.000791727
6343,-6.5,26.5,0.0883534,0.09996001599360256,-0.00482289,-0.000122502,0.00186074
1700,-4.0,-15.0,-0.355601,0.09996001599360256,-0.00247902,0.000166189,0.00163615
108,12.0,-29.5,1.04538,0.09996001599360256,-0.00121682,-0.000217814,0.00370945
253,0.5,-28.0,0.259517,0.09996001599360256,-0.0022786,0.000110715,0.00114827
4618,-1.0,11.0,0.0268342,0.09996001599360256,-0.00265628,-2.62682e-05,0.00144172
4373,-11.5,9.0,0.245857,0.11995201919232307,-0.00162329,-0.000139168,-0.00268599
580,-4.0,-25.0,-0.120548,0.11995201919232307,-0.00137578,0.000683686,-0.000542061
5899,-4.5,22.5,0.132206,0.11995201919232307,-0.000175093,0.00108857,-0.00019846
4771,-8.5,12.5,0.240671,0.11995201919232307,-0.00155317,-0.00081846,-0.0011703
5114,-5.0,15.5,0.184647,0.11995201919232307,-0.00174416,0.000872052,9.2038e-06
5720,-10.0,21.0,0.376129,0.11995201919232307,-0.000550702,0.000978911,-0.00074204
6288,-6.0,26.0,0.0928784,0.11995201919232307,-0.00148565,-0.0024399,0.010074
1775,5.5,-14.5,-0.116458,0.11995201919232307,0.00056618,2.64576e-05,0.00033565
